5000 20000
497 4750 11
3512 1094 33
3484 1278 42
1891 1122 21
500 167 56
1651 199 88
2948 3843 19
2351 2819 23
4970 1682 58
790 90 100
3344 4375 74
3856 1305 60
655 2852 80
220 2356 61
3653 2394 76
2933 2177 85
3174 3322 91
3416 973 8
4492 4172 79
2433 4164 89
4858 4597 81
2475 482 69
4019 4928 64
4583 4125 43
3208 1301 56
4328 4729 31
386 4723 90
1776 294 23
2625 3645 73
760 3258 14
614 1130 52
304 941 100
3281 74 95
3802 871 12
2793 3421 100
1521 4432 75
355 305 20
2289 11 81
2431 2104 37
4178 3953 61
2570 1593 74
3260 649 18
2409 4933 95
2928 4382 62
801 3808 89
1478 1634 31
365 3075 69
3002 4073 29
4893 1981 37
4203 1158 15
1869 1730 69
1223 1313 55
612 3227 3
260 2784 24
3092 1681 42
2542 4930 30
559 2057 26
3056 4106 1
1793 3144 73
2637 4962 86
1645 4559 4
264 3334 24
2174 4463 44
1143 793 89
771 3448 53
1022 1079 99
2851 4359 14
3270 3418 6
2165 2523 28
1791 1666 26
3350 2747 14
3138 2232 11
4928 3796 40
3971 3872 24
1756 771 76
4986 4937 48
3570 4049 26
4498 1542 81
3958 774 77
3168 4770 44
775 4459 95
4874 4937 65
3289 1117 59
3005 3460 11
4938 1633 20
4009 3363 50
4721 970 46
2229 3786 58
4898 3640 50
4760 3149 39
3890 2871 50
1065 562 91
78 404 41
3054 758 58
535 2787 53
1273 3332 82
1533 3104 26
3898 3963 93
1359 1625 49
2162 1474 23
41 2617 56
4183 3113 13
4551 2069 96
517 3530 73
2942 4637 9
3055 3763 24
4190 1887 50
1173 565 97
4516 1344 12
1749 2852 67
4157 4274 38
705 1971 21
3891 4543 42
2623 998 50
1238 4423 82
4957 823 26
2171 2885 21
2956 3785 10
3494 3148 86
3959 3152 8
2418 1155 5
2986 1567 72
4648 4794 45
2890 4896 84
3248 1182 73
2448 703 48
3392 1280 55
39 1933 22
4335 3635 62
4554 2088 36
2658 399 41
46 3668 79
3601 540 43
4159 3010 90
4999 16 3
1443 4890 61
502 1333 99
339 4337 93
3633 3212 40
3782 4051 79
780 3692 41
1024 4630 42
2741 2340 41
4582 975 72
3551 1050 21
1816 881 30
1370 1335 77
2980 1209 11
2283 185 10
4503 2076 29
1281 3710 84
4165 4260 4
364 2071 38
450 2354 93
631 2290 23
847 246 28
4491 783 65
4778 3989 98
4437 2835 1
3644 110 10
2119 1467 29
2909 660 64
387 2064 33
81 2364 35
799 4228 38
976 2627 35
3702 4731 52
2468 750 65
1158 3741 29
3445 1305 33
2979 1457 18
584 3772 75
2378 2504 78
2411 909 63
2189 1248 69
3956 55 20
1160 847 2
2486 4207 95
4893 1755 74
410 1720 30
4776 2208 17
3569 593 74
4762 2467 37
2929 501 82
1423 4005 56
4129 3094 44
2472 261 20
1157 552 89
854 3200 31
4194 2732 17
1870 4853 77
4415 1405 11
3623 2192 6
4331 1670 84
446 2851 58
876 2112 98
4101 1046 53
1256 4935 29
2585 4400 12
1693 135 16
3652 4393 40
3203 2238 49
2320 4553 57
763 3224 32
3057 4347 100
1389 4915 41
4593 1146 91
3545 4287 87
4173 304 57
3282 3923 95
2308 1271 54
3947 543 72
2991 715 4
4931 4713 36
785 1478 99
3330 1697 81
694 3663 66
345 3611 50
463 2596 23
1332 3967 64
2320 4339 47
3274 1608 27
348 2938 66
1377 1376 8
2257 118 99
4928 4229 83
2229 2402 11
436 2092 69
208 3959 60
4845 2562 33
1457 2837 13
4302 2517 79
3430 4181 77
1948 4425 67
1656 1329 1
4954 302 78
4501 985 56
1508 4092 26
2442 1129 83
2670 210 16
2794 343 78
89 1235 44
438 2032 65
3620 4272 86
4354 2890 27
4928 1281 41
2937 1074 100
112 370 8
3481 4153 14
2987 3495 78
1440 455 2
114 1285 76
1064 342 16
4272 1409 22
2183 208 97
2648 2082 16
680 212 80
2925 635 75
397 1020 12
4484 2257 53
3475 1581 48
3077 1217 41
1833 4032 6
3806 4485 91
2729 956 40
315 3412 66
2512 121 10
3515 4588 52
402 3551 50
4536 954 76
2658 4875 49
4043 2849 49
4152 4521 30
3084 854 52
2682 3417 86
1455 597 60
2687 625 95
343 933 72
4912 3602 18
2359 3506 93
1368 4238 28
1849 4694 3
4111 3231 33
4887 4079 17
699 4164 75
1743 4802 10
4992 4615 48
1381 3657 54
3704 2028 24
404 816 29
3392 554 61
1152 30 36
2504 4379 84
64 3907 41
3712 252 8
1427 835 75
62 2785 30
221 2136 63
1884 2552 34
3069 368 21
3191 4781 54
875 4506 58
2167 2179 54
4322 4525 96
1036 4616 29
4036 2186 35
1745 4383 46
2529 2121 75
3681 1240 29
201 4810 69
1192 1552 15
4121 2166 55
2055 857 94
3815 449 40
3323 719 70
525 1585 88
3576 2243 10
961 713 35
3133 3985 17
4337 4499 35
3817 4899 53
3939 4609 69
4060 4847 8
4151 4154 42
4158 3534 57
1767 4898 89
2306 2579 82
2293 476 100
3028 1384 72
4573 2792 86
538 559 6
986 2734 62
653 161 42
932 1118 86
4813 1527 87
643 3781 7
1118 3384 44
3247 3912 84
2294 3657 77
2722 4725 40
2173 2670 50
1616 2122 15
3369 287 73
1349 3867 45
4719 2760 52
3004 3911 37
1327 4485 8
1450 138 64
2182 4249 36
4761 2551 2
1269 320 14
2541 3915 84
464 1476 29
520 2090 89
2202 1466 26
371 4970 49
3310 4824 11
1859 2113 37
1134 2468 71
4524 2697 55
3078 3224 30
304 4899 92
1568 1799 60
495 2939 17
3963 4457 46
2297 3379 32
429 2744 55
1331 1994 8
3304 3121 37
2770 1379 78
2523 3160 32
560 3106 77
848 1798 53
1340 1734 91
515 4658 61
150 3766 65
3849 2812 82
1162 1331 53
1729 2571 99
4353 1682 84
4212 2850 67
1158 4985 49
2733 3685 89
3650 4657 22
2285 1314 94
4505 325 74
1572 32 91
3682 4102 45
1274 4806 34
1425 2454 46
3974 703 16
1592 4033 100
3788 1123 58
992 2203 97
305 4166 62
4830 1435 95
1351 2602 83
1616 4092 29
4879 3424 2
15 1249 2
3649 2066 12
3183 4673 34
2129 2024 51
2380 1721 6
1269 4668 24
4826 699 39
33 3912 19
3980 3840 99
1986 143 75
2474 1836 36
1101 3140 32
3998 3565 80
1627 2651 55
2486 2233 17
2962 4988 50
840 2244 65
4689 1123 44
3743 971 94
2171 1044 100
4078 2282 89
4036 2377 10
4468 1264 75
847 4682 17
120 2494 75
555 1882 73
153 2532 87
2889 605 35
3731 2124 68
4326 3843 39
4473 1414 44
64 4695 2
495 424 71
449 1929 13
928 4552 36
3875 416 74
2323 204 10
1874 1747 77
3085 553 8
1063 4796 7
4278 330 22
785 4191 34
4963 246 21
2788 580 46
4709 1530 21
4108 2105 86
3082 4243 72
3968 1772 24
3380 4659 39
4626 2972 74
463 1996 61
3588 1951 74
2573 1492 37
4655 1772 14
3176 3616 51
2767 563 57
305 3036 95
3894 3230 21
1661 520 99
2925 992 43
80 4048 45
3296 1502 20
3161 3549 55
1162 2883 38
448 3841 36
2227 4494 76
1349 2120 50
2419 3081 22
4696 2691 7
2085 3368 94
3455 161 68
386 3693 90
2282 2485 42
760 2946 65
1405 3922 12
2417 4974 69
2217 1791 43
4387 2671 39
3294 213 30
2112 2928 24
4206 3980 27
4014 1435 69
817 2066 58
4 1064 67
3951 2561 4
4330 2748 48
1499 1893 68
198 4037 5
1529 4911 35
100 113 30
4783 1226 11
812 2710 84
1819 1621 36
1080 3237 92
4973 1147 61
3773 3123 59
3381 3187 26
3611 1672 20
370 4316 55
4618 3365 51
1291 4900 76
1700 448 82
284 1734 91
1179 138 85
3274 1437 15
3794 3141 30
1457 1986 77
1456 529 20
2751 2268 53
2543 2382 14
3478 414 70
2149 1262 52
1372 1932 84
2677 3801 66
4220 2123 54
2852 4340 8
4481 159 75
3430 2566 95
386 2553 25
1605 4562 55
2046 3119 23
4107 443 2
3883 1717 2
3299 1999 27
675 3891 44
468 2047 43
4534 3679 63
4721 1057 76
2020 2352 73
4473 3130 29
4261 4324 42
3095 484 44
4452 4493 46
497 3390 46
4352 1328 18
1073 3229 5
4046 2853 67
1634 2297 21
918 192 64
4965 2758 72
551 4823 90
2797 2644 21
381 1705 40
3346 1029 56
4709 1329 35
2707 4922 34
2111 1381 82
260 4836 98
4243 3011 96
293 3292 48
3985 4826 91
871 1644 68
2049 317 100
2532 3107 56
1134 3542 81
3912 2951 1
2982 959 50
4417 2288 75
864 1099 16
3539 153 8
3357 1808 16
3134 2701 2
280 2891 48
2212 4934 23
2287 1237 4
2540 986 5
4320 2161 30
2506 754 96
2417 4380 31
4696 3272 57
3434 2294 10
4223 3860 57
1292 580 51
2279 830 40
605 1559 31
4185 4826 50
3796 581 93
3906 4531 68
797 1233 60
1423 4204 59
876 2477 13
2861 570 76
393 4315 79
3567 1529 53
2810 4152 50
3118 2381 37
2991 4177 33
3642 3694 10
1195 1830 43
4528 1790 9
3743 4832 67
839 1516 98
842 4634 13
2497 2323 50
1601 250 97
773 1185 90
4407 1318 24
746 799 7
799 3375 5
3475 3991 70
3350 1780 18
2301 4044 63
1863 3756 49
1172 480 32
2438 2263 33
215 3291 57
3146 3831 4
1145 1877 88
1202 1620 90
4983 3993 52
1405 4453 55
1867 196 17
1173 2998 48
4683 3112 28
980 2867 76
4518 2472 51
4879 1451 15
1152 1274 83
3050 2294 11
4008 1973 48
2260 1518 15
4569 1875 84
292 2088 50
2768 3216 55
110 2486 93
2238 2073 36
4972 1598 87
2627 3731 8
482 919 12
3074 3855 49
3542 1004 79
3261 2947 78
97 2625 48
3528 1471 64
580 1186 74
3578 3007 87
2779 523 75
241 2497 70
3621 3607 58
1555 1120 31
4981 2607 78
438 3528 95
1451 1207 37
1464 4840 95
1437 2597 98
4873 2746 53
807 1057 55
3195 2750 19
4495 2978 21
2925 1125 11
1133 2123 3
3591 1084 46
538 4018 85
2066 3974 56
1680 2672 13
1077 2531 52
2436 4924 52
470 3877 96
4265 3394 89
4820 714 51
2849 3816 30
2980 2492 14
2110 3811 69
4685 3268 82
904 2386 75
808 1349 65
4878 1361 99
3385 3348 8
3726 2754 95
4450 1240 71
1572 861 59
3776 4812 21
1930 4151 20
1042 3505 5
3053 2261 18
1941 1176 14
2742 440 35
804 4660 72
2399 1110 30
466 2030 71
2430 4187 52
2695 3577 95
2013 3243 75
2456 3033 43
2093 4837 34
4512 4211 39
2636 4815 58
1826 831 66
940 3747 6
3344 1989 32
2086 4030 12
875 60 28
1922 2270 35
4366 2853 79
1341 4139 76
836 497 31
3574 2922 23
1511 2500 31
2790 3153 79
4084 59 18
2326 1584 89
2852 2644 61
4766 807 55
222 142 9
2606 548 9
3857 4893 57
4618 388 74
1622 1530 21
4461 540 30
4947 4662 66
2464 1678 33
4677 2139 72
1275 2346 48
3642 1014 56
1769 348 17
1879 1104 12
3574 2890 84
2832 1336 35
3750 1982 14
4711 2629 33
2485 1872 45
602 2078 89
4236 1746 47
882 3772 77
2882 4097 54
2754 4707 85
48 2261 39
4185 4385 67
2321 840 53
1729 3937 85
3445 3297 54
1146 4311 80
2636 2442 85
734 4139 35
4066 1369 51
3034 1727 35
3248 2671 91
1023 1006 16
3288 432 61
351 2957 27
4678 1652 68
29 1722 12
4054 2652 98
3102 4808 96
3600 1901 30
4286 4736 84
441 1188 16
4427 2396 57
331 4121 23
1525 511 40
2557 4401 22
2926 1438 98
4424 4541 90
3114 321 14
2626 418 94
1712 2627 64
3195 1356 59
3505 2583 7
1943 2325 75
1576 4120 8
4531 817 10
1424 1691 65
2383 1391 68
1155 162 18
3889 3364 61
4154 1406 67
4344 4893 56
3886 3396 25
1909 2044 58
4263 4623 52
2905 2546 83
3497 686 78
4517 717 73
1693 43 33
589 2467 56
4498 3282 42
3860 4027 50
2742 4435 10
828 224 35
4445 486 18
4761 2043 7
2666 4563 95
3219 3785 32
3736 4259 65
3984 2591 49
671 820 48
2510 3010 30
2740 539 3
1110 85 22
3423 2820 65
4650 3499 8
3794 2270 62
4228 3524 56
471 1373 25
4961 2763 84
3777 433 40
867 68 31
4519 1404 84
3973 4484 56
421 164 17
4344 4617 83
403 2805 12
1631 4045 53
406 1778 89
1660 3633 39
4065 3901 50
898 1291 3
2146 542 90
3151 1915 38
97 2652 45
4795 4864 57
4810 1183 36
3607 2802 65
1793 4108 30
1208 2631 13
3558 2728 63
3317 4293 68
2115 3439 60
285 577 52
749 2541 9
3336 2139 16
832 3555 23
2402 1009 56
1996 4304 91
4165 3413 65
243 221 98
1722 4527 94
1499 4200 43
3560 295 21
3553 219 97
3120 252 99
3661 1932 48
3995 734 92
1441 4484 92
4531 3698 66
604 1391 32
3108 157 63
1724 1115 77
2971 3750 58
2022 17 86
4873 1202 96
3335 2766 19
3889 2538 74
4723 2694 8
1794 3627 66
2548 1687 3
3293 4105 37
1922 4471 94
1333 3680 67
4840 750 43
1401 3100 90
167 80 74
4979 1000 20
748 1187 8
2711 2305 62
4644 1386 67
1158 919 53
3428 4859 80
1083 2733 55
171 4136 40
4221 4820 39
3352 4721 46
100 769 41
2542 2987 80
2701 3833 21
70 2569 25
4600 1457 24
692 4126 49
1912 4407 17
4199 2454 1
4355 817 13
990 4386 78
2322 1102 39
3383 3055 72
2013 4260 6
1393 2377 45
3322 1993 23
1011 1940 94
68 4095 53
1795 4363 90
1946 4153 39
3442 2051 91
997 1237 83
2000 3324 26
746 2226 52
1252 3231 50
4111 2825 24
3548 172 69
95 1239 48
3259 2599 47
2340 1687 73
1620 2983 40
1496 3725 10
3175 601 17
1157 1027 18
2524 2705 87
1908 1256 32
2093 4926 53
4433 4288 24
587 1787 61
2432 851 25
4274 2974 1
3588 1325 47
3422 328 8
2514 882 39
2283 4858 56
1449 3022 100
4178 1018 48
2605 1448 38
2692 4926 19
1882 2324 58
865 3851 58
1119 700 12
565 481 3
4601 2578 47
2723 4185 9
1916 3631 49
2325 1569 88
1866 277 51
2273 4148 10
3986 4300 5
707 1568 9
4995 4925 81
3168 778 84
2578 950 43
3703 2036 78
479 3261 5
3900 2891 83
3834 4157 95
3355 1168 42
3552 3463 83
3694 1528 12
1160 4266 17
4900 3922 26
1222 1940 13
137 3519 93
2753 997 61
4701 3369 99
529 1739 13
2335 816 32
3715 4049 34
1472 1142 86
4404 999 64
2092 94 67
686 3551 26
4818 2495 48
4016 668 73
4344 857 32
230 538 45
1451 1715 14
2819 4901 67
4790 1857 66
4488 3264 64
1228 4598 61
4094 1962 31
4644 4091 31
578 2201 73
3744 4687 53
4853 2444 96
3059 1107 61
1444 4576 26
616 4790 61
2571 859 79
4813 1950 64
145 4898 91
673 2084 6
4763 4643 1
616 4406 71
2669 423 48
286 2884 60
4747 3908 10
147 1667 69
1869 454 74
1263 4431 59
3488 1244 51
1804 1567 97
622 4397 41
371 4675 29
1350 3013 11
4304 4173 99
4268 542 64
2316 1394 85
3545 4239 54
1689 771 41
3051 4032 17
3891 2859 8
1574 1145 5
4161 86 39
3805 3221 50
261 1666 39
4792 2732 64
1826 3013 44
1077 4831 11
197 1275 72
317 2524 68
1864 3953 61
4087 1235 62
4313 490 83
4755 3474 27
2971 3058 49
1805 659 87
2317 2065 91
3965 4271 7
402 3904 93
3430 1074 64
2316 1319 45
1620 4806 87
2133 2987 59
4301 1818 58
821 2770 40
2010 1053 16
835 2485 91
278 4863 63
3072 4648 14
2371 844 32
1703 3921 86
3628 955 68
4078 2246 65
4534 1460 53
3490 1694 47
2864 2201 66
4552 3102 45
3965 3081 95
1406 4848 31
752 1443 72
1029 4638 51
301 3341 84
3864 2610 70
3985 3840 40
544 4319 9
1722 540 96
861 3927 89
2404 3436 50
4860 1565 27
534 2247 11
3305 3936 46
2250 529 7
2767 929 91
250 1388 76
2640 3335 16
292 4883 100
2653 3564 32
3351 4208 65
4782 4889 82
4028 3288 38
3957 3097 15
1645 1851 78
1478 408 70
850 4332 49
929 1704 87
3329 1990 93
1734 1371 82
1769 1900 59
1217 4458 51
2868 2413 10
4416 1650 29
180 2952 59
8 4997 98
1628 3845 84
4799 3662 63
856 2321 74
815 3675 48
796 18 81
2530 4879 48
3158 1556 91
1359 2650 98
3364 4157 40
1896 1480 33
1192 1843 95
2127 4343 97
3569 882 84
3141 2335 54
2965 3624 1
2511 4025 58
646 4758 30
1239 3253 41
3308 3137 63
1606 350 87
2695 4135 82
3584 4930 45
1384 3935 84
858 2586 9
446 1509 87
2018 78 91
2817 2909 5
2926 2951 51
458 4877 22
1748 4280 65
1860 3530 85
4311 2370 21
1203 4463 82
2741 3763 2
110 4558 43
4885 116 61
1206 53 55
3311 103 6
4599 807 13
3943 2055 52
2219 2596 87
1502 4216 95
1519 4565 40
1381 2414 84
1305 482 75
2882 1624 39
3598 421 66
2772 4919 41
1889 4046 36
117 75 67
1270 3890 23
3820 4854 26
1973 607 90
1527 1534 4
2364 3800 63
1801 3705 69
2823 3652 94
2301 4585 76
2034 479 83
2489 4984 23
4030 3945 30
3411 2532 79
3554 1507 54
1235 3474 84
3339 2872 25
4499 3788 6
4002 4585 87
1429 2842 98
621 2461 62
336 943 53
2119 668 52
2482 1220 73
1555 1746 72
4980 2574 69
3374 71 77
1272 3798 71
4443 3469 76
223 3455 35
4030 2041 51
1431 764 41
4205 229 100
946 669 60
2046 2380 13
4823 22 30
1247 1098 34
1260 1717 91
45 2630 98
1044 3761 83
4411 343 43
3307 2994 45
4111 3122 21
2252 858 8
303 3642 80
2466 1109 43
1046 396 61
2044 3984 82
976 2192 68
3010 2134 58
3930 3525 84
2953 2600 24
4984 3870 20
451 1334 55
2420 1714 78
4837 3502 8
1442 1247 54
2612 4459 97
2975 2847 78
89 799 39
954 3940 23
498 4797 39
3363 2665 70
2814 1442 54
2068 2816 73
4223 4789 99
2380 3015 67
3993 1390 83
3853 1576 30
1788 3989 20
322 4847 57
163 1266 48
1525 4586 29
601 2829 28
1618 4312 95
1924 4779 6
869 3998 65
4380 3026 12
4963 260 90
406 4134 9
1216 4150 25
1477 4994 17
4072 4126 5
616 2495 23
835 2843 43
2666 2557 54
4079 2760 5
1425 1033 44
1777 4466 51
4284 143 49
741 4376 96
4219 4980 8
1348 2424 36
4836 1909 18
3071 3045 2
2628 4787 9
2557 1126 95
690 1261 26
3432 2638 33
947 4456 91
119 4666 7
1588 472 46
3643 3591 33
4066 1864 10
505 4274 97
2722 3719 42
1676 866 21
1113 3736 1
1296 1003 13
322 2467 68
4563 3601 64
4042 2621 87
3417 2146 13
3531 1308 99
3270 3491 17
216 3555 99
4319 1523 94
4465 4682 15
3308 2515 69
4808 2731 44
665 4259 80
886 4520 8
1886 4153 16
394 880 40
2533 629 39
3256 4440 83
1901 2480 78
4592 2288 97
546 4139 69
3242 269 96
4015 3317 45
517 2440 30
750 4633 27
4043 2883 46
4101 3230 8
795 326 64
4519 3398 17
2132 825 88
1594 6 32
14 4993 81
1329 4972 44
2438 1743 56
510 4158 27
2525 1907 70
1634 2291 51
174 3945 48
2512 507 34
4782 273 17
2709 260 1
3543 3923 72
3058 4649 55
888 1725 94
2922 1968 12
3073 765 58
1035 2686 34
2264 3283 80
4495 3790 94
3186 2846 80
4416 2364 100
1528 2387 57
2735 4585 5
3197 2707 20
689 301 59
1392 1986 31
990 3430 80
1102 2876 12
268 604 82
505 1980 16
2990 2771 72
3922 2628 12
1422 4545 2
2432 1263 26
3614 651 8
4152 4145 54
330 3696 40
1323 3059 54
633 1908 1
4288 4172 24
4616 4113 90
4750 4311 29
2826 1226 54
464 4897 11
3669 4751 6
3809 1317 1
4574 691 92
4931 2028 17
229 233 96
4110 2541 21
292 4670 49
3237 3828 38
3974 1506 55
1379 1628 41
2526 3466 83
2607 1356 15
4132 4331 54
4316 4686 77
4876 2181 86
1403 4867 95
4382 1638 100
854 4704 40
2567 1523 75
2236 3074 66
3841 1381 15
1999 3328 86
2635 2504 57
3631 1240 82
2033 1785 86
4136 387 32
3668 1546 79
435 2189 31
3048 2784 46
1525 2413 34
616 1791 85
903 1244 98
3707 562 95
3589 1664 70
4352 3929 94
3516 4530 47
4503 1686 49
465 606 31
281 3340 15
4904 806 98
1186 2858 90
3172 1057 21
3716 2431 5
3076 1863 84
2559 4498 97
3898 382 43
3207 3463 8
784 4766 48
1678 53 29
1008 456 52
704 3760 34
131 192 32
2564 4844 5
1598 1704 12
4751 1412 20
4974 3288 63
2914 1876 30
4014 4203 71
1880 57 35
3998 1136 79
2616 2236 59
3418 3231 90
4179 3726 88
15 2673 3
1623 1022 95
3465 1663 45
4722 561 51
1174 2136 76
4215 1310 23
2984 101 95
1138 4009 54
1002 3772 95
1064 4447 93
2653 1167 14
3229 1870 41
4273 3139 1
2188 1151 91
1122 3786 70
4981 4413 100
2390 573 95
4976 4705 75
3558 3894 16
887 4200 19
2711 175 12
4265 394 26
4274 3763 33
3891 3833 31
3204 3042 77
2991 1088 10
560 664 27
3300 1574 80
537 292 12
3331 3293 98
745 2287 7
2535 1201 76
1070 2034 68
3596 2504 27
2789 3682 100
2821 3171 45
4932 115 71
385 517 88
59 4932 23
1857 2581 47
2993 1922 98
725 1023 88
2046 230 59
3600 2179 33
2232 2772 13
4949 2662 37
3473 2373 18
3519 38 13
103 1658 34
3336 709 5
2408 1784 11
639 4553 50
1510 175 46
4953 3719 74
4827 2915 79
2622 4151 72
4846 4532 45
549 3078 76
312 3575 46
2448 3981 25
30 533 62
4226 270 61
4993 187 85
170 3573 29
2477 4130 81
1622 339 26
4040 2053 95
3446 1584 53
2068 3957 99
1805 1813 30
1142 3963 93
3360 2007 18
1632 2356 90
3880 2927 98
1425 4322 35
1512 4158 7
2294 699 57
3752 2060 26
3457 3068 65
2767 4955 54
1018 3494 88
346 3484 11
4039 4963 25
4551 4336 68
123 4641 43
1966 3924 23
2892 3598 24
767 550 75
3854 3858 11
3635 255 72
1478 844 67
2901 492 43
2950 3101 11
1633 288 94
1539 1058 3
4774 3252 94
1696 195 15
1545 1222 96
3121 98 13
1007 4740 78
541 1758 77
2440 3115 4
4640 1834 67
1869 2041 86
1334 892 35
699 2502 74
3178 1950 1
3114 2324 66
4811 4332 39
2399 854 99
1346 3424 48
2231 541 25
4662 140 99
4407 4280 53
3676 704 95
3912 1149 45
759 1135 91
4891 3096 70
631 1049 55
4267 1111 45
4730 3248 78
2159 4071 49
3054 3234 68
1577 1809 43
1493 3235 91
1029 3741 96
408 2632 87
4723 2387 5
3284 2973 79
2419 1067 76
2475 3695 53
1442 1664 27
38 4583 20
2989 3372 10
1294 1508 55
2031 520 32
1717 2660 44
901 4155 9
890 1034 12
1266 2147 55
3715 4605 85
2258 3060 33
168 4399 48
4458 3958 61
4485 1742 87
174 4695 68
4930 3955 57
714 4398 98
4300 4369 65
239 4335 87
3785 2488 36
1118 749 59
3802 3353 83
409 4740 13
3647 2133 71
1870 4440 89
4707 2903 73
631 749 31
2039 3823 92
3508 2872 49
3822 609 28
3020 1569 48
1792 1383 7
1756 2027 11
4553 1309 39
2090 944 5
4196 186 100
4646 636 43
4309 1963 64
3160 3749 96
553 150 59
3718 4182 30
3555 1383 72
1064 3397 2
172 4583 65
4224 4757 16
4805 1636 47
4706 83 11
4556 1982 82
1861 1947 79
1963 3878 58
3794 4560 59
4274 2595 95
4631 3951 70
1028 1915 36
3699 1809 94
729 735 6
1576 4754 77
59 831 83
4097 2230 46
2806 1069 18
1394 2712 27
1566 581 8
349 2523 42
4313 1925 76
3982 801 77
2919 1171 79
3329 2794 2
4741 2101 14
1920 993 9
1111 3547 41
1950 2131 21
1662 2145 70
1166 1010 67
2201 1731 43
404 230 54
91 2486 66
3522 1658 78
201 4635 83
665 4590 63
3010 3719 50
190 1031 60
3760 4242 79
4071 1574 61
2023 352 76
4387 1676 70
2179 1367 94
790 2388 1
2256 4480 37
1244 4140 37
3159 1451 41
652 1349 9
869 3360 26
1521 991 90
835 4322 40
978 3665 72
1958 4396 55
2664 4090 30
3752 3590 89
4780 1161 32
1868 2797 15
2433 4010 45
1433 1342 87
4642 3485 48
2817 1974 26
1504 3467 65
150 423 100
3464 1189 24
118 189 12
2830 1982 94
424 3638 33
1737 4287 96
1896 2417 46
2089 1075 45
914 4690 76
1684 3122 53
2432 4612 15
4519 1068 15
2261 4113 19
1212 3625 6
416 3690 38
2390 1803 59
4381 416 86
2739 1369 33
3166 1968 43
4516 3784 49
4803 4717 72
2825 2926 8
110 2662 39
2224 1123 77
2273 2145 3
1193 2066 21
2008 474 62
858 2879 78
1267 873 49
1775 4818 12
1697 3356 39
2640 1929 56
4669 4133 19
1602 1997 39
3563 1542 25
4012 1320 66
147 2864 36
2368 4970 91
4443 2495 8
2475 4017 80
612 547 92
3099 3407 56
1308 500 72
3292 1529 75
2356 148 27
4145 2966 26
1260 1844 4
3014 2006 26
2563 885 26
4387 674 73
2344 2106 48
4438 2375 15
3166 923 74
2327 2811 32
2898 1474 63
3593 4302 60
4117 918 35
3824 2380 100
2668 1223 21
2618 666 3
3710 1867 43
1920 4399 20
66 4322 80
253 1931 26
303 2762 24
521 2953 13
489 3889 62
3014 911 1
773 1830 54
2168 584 55
3235 358 2
4552 1537 50
1970 306 11
2060 122 40
755 3234 19
658 3937 51
1156 4307 43
1127 977 50
4048 1912 75
2966 2474 11
3568 1539 17
4101 2173 92
373 2611 6
3833 2159 80
2067 3378 68
1281 2940 79
2702 4525 51
4699 3042 13
1929 287 35
4295 3009 66
4857 1655 86
4264 2956 39
852 4084 4
1263 4555 28
2194 2689 23
4917 130 73
2826 2648 82
2710 3066 92
0 186 5
1333 267 81
3782 3348 90
4989 1573 71
4182 1267 72
1938 2490 6
1924 2627 36
3316 92 88
4525 3738 11
4395 1966 41
4834 1290 9
3531 2012 47
3056 2724 21
797 996 1
2513 2700 2
2355 2545 26
4927 450 44
285 1825 65
3608 1887 61
2611 2128 53
2399 1993 79
658 1120 37
2375 2060 83
1628 3410 30
2672 724 91
3251 4363 6
2227 3406 26
3523 2222 28
4172 4127 52
2274 2900 34
660 4813 44
1754 1197 76
1746 4233 82
1904 1950 11
2658 3539 5
4205 3443 79
3697 650 62
4939 4278 98
667 2375 84
437 1006 84
1789 1791 17
4157 4369 27
3347 4617 57
2844 448 74
4875 4492 39
3582 3614 42
2736 2418 55
247 4717 67
4056 1243 48
582 4134 62
2894 3359 37
1451 760 58
624 1350 47
4152 933 21
436 4103 76
4530 2139 13
4105 3163 9
4745 1742 43
1518 92 5
1216 1327 64
3803 2718 27
1825 1624 65
4362 3719 78
1565 469 74
4514 257 73
3900 445 71
4661 921 19
3544 828 24
1721 1047 91
2938 3850 45
3018 1797 79
4345 4302 72
2378 2660 51
3228 1117 21
2457 2845 13
2033 2289 24
273 4853 59
3550 745 45
4384 607 58
361 858 4
3627 4367 57
4319 4669 51
1619 2668 1
2282 3645 1
1517 2579 17
2815 1301 85
3919 532 84
790 1108 66
38 3013 78
96 1541 8
3832 3970 46
2685 118 79
3327 3977 48
1626 365 6
1596 2848 47
2541 4600 45
261 1783 73
3709 2977 45
4969 4739 82
198 2542 10
3463 2282 74
2594 1459 50
2420 4027 8
4720 60 49
4735 10 28
673 865 87
1372 1355 67
475 4253 64
1132 1724 93
28 1208 7
1336 3671 83
4768 1056 15
4342 4325 3
1345 1485 72
2027 2856 88
4377 2763 14
720 981 7
4387 1750 76
1322 4197 46
1791 4489 43
4713 4599 46
4569 2723 33
2759 2719 40
2072 3145 50
2407 2993 28
1905 1144 67
4931 4897 97
953 2716 14
533 4327 1
1125 3152 99
2280 2430 64
764 865 10
4492 1856 71
4581 3192 34
766 1756 37
844 3342 76
158 3584 30
4705 4740 45
4493 1014 45
221 2622 84
1333 4844 90
1473 2889 49
1445 3107 52
566 4036 80
93 2986 59
1508 3966 16
4805 2259 81
2031 4626 80
2554 1569 36
4008 530 80
4725 471 31
4092 3067 14
4147 4726 68
4599 2657 37
4235 3280 76
2840 912 38
