20000 50000
4601 17711 2
14810 9646 44
19299 11193 26
5974 13274 47
2725 2793 95
504 8567 90
18876 16144 75
19208 8029 62
14424 8479 20
8377 15146 53
12310 18645 47
10808 19684 11
13617 16438 23
8362 2736 52
15621 891 71
1475 5621 41
10450 18214 82
14966 3756 69
7131 11229 94
13210 12683 14
18623 6108 4
16999 1207 98
11695 2306 18
10482 2425 90
14134 19885 80
16461 6117 45
19360 17547 67
3826 10933 62
10307 1045 88
7279 2153 24
3423 14927 15
14972 12244 1
9445 14425 4
13525 6899 5
15911 5712 55
10825 18054 6
19070 3595 84
6308 9061 9
1121 14781 81
8287 12645 33
12555 8556 50
17122 2033 93
17098 12256 15
12312 9175 85
5448 12489 64
14787 19172 37
10169 8544 59
6631 15577 83
10001 10110 68
17963 4821 51
8993 569 80
1113 15448 9
17179 12301 75
10644 13876 99
19381 751 25
240 18777 73
18240 13029 61
18513 3057 13
1745 7438 3
7773 5806 80
5570 18909 12
5176 19468 45
10845 17427 23
4639 10752 53
3183 10914 8
10286 9785 45
5563 18744 16
4317 9055 7
14596 13281 46
5880 6717 67
19984 5773 50
14913 5 39
3989 1577 35
12150 16133 9
2208 16571 69
4030 10293 56
3191 16174 77
5051 16553 55
818 11492 29
13075 12370 19
17631 3391 72
19591 140 50
19445 13367 66
13645 2020 40
9382 2896 2
7565 8234 4
12444 1276 52
7961 15300 82
14695 11022 66
7993 14563 94
11947 3212 35
7229 18903 66
6675 4727 81
1670 9137 1
14704 11872 51
5861 19729 82
8913 11073 16
8922 16681 96
15211 2994 96
2861 6055 28
2155 16019 77
5633 7877 40
4628 15868 40
17600 9971 7
9902 1909 35
16979 2615 32
3549 6802 64
15813 19776 84
17266 7383 31
18178 18905 12
18977 12024 3
17317 6866 23
11562 12512 23
12525 7271 74
7517 4834 89
16147 9771 95
6431 6908 87
5655 306 43
9660 9708 90
5381 8873 15
19994 14982 86
7002 14243 54
13885 10266 24
1200 1628 45
8369 13157 80
16995 15633 64
9053 1841 2
16754 8140 40
2790 19037 36
19596 7981 86
12053 5251 27
10584 711 56
2602 315 75
1721 13478 73
17988 18557 80
10002 5653 72
9669 9864 44
10374 248 72
10379 15992 8
493 17781 30
16627 3730 23
1715 16055 7
5301 2483 9
19756 14642 50
3189 589 40
14536 5064 16
8519 19961 59
18226 14409 43
16106 16550 20
13740 19841 85
12276 8578 29
7712 5366 42
17033 11370 70
4737 10485 39
8977 1351 51
4781 12050 6
17227 4972 14
8941 3311 55
11320 111 63
8153 15725 5
11959 5269 74
4823 12438 33
4077 8650 96
15653 14508 67
4371 9098 6
19049 6214 72
8363 16581 41
2254 12164 46
17331 15709 64
8951 4765 17
4239 4829 34
5221 3066 73
17446 4015 55
18419 16845 95
11470 6123 69
13420 15252 58
4297 4485 78
14102 17758 49
2883 14020 39
7067 2781 28
11466 3576 67
14788 19136 96
3252 12400 30
13961 3543 97
10828 9500 21
4348 13304 54
4552 16137 69
12965 17201 3
4251 9912 1
16744 11578 58
710 1928 95
13499 19699 69
18502 14455 67
6978 12629 70
3120 18802 37
17572 6348 77
5509 8129 54
10467 16034 18
12052 14667 11
12126 9208 80
7367 18080 17
4807 16257 91
1691 8812 66
7538 4675 66
7589 16199 69
6048 17070 50
15302 7749 99
1325 3178 37
2730 862 27
11938 9751 50
8022 17872 16
5750 7432 17
16477 554 52
3224 6809 20
5376 5417 56
6524 8886 83
12199 8266 73
5388 15873 11
18837 11175 86
12663 16151 11
969 2940 87
7816 2667 98
6141 3622 18
1490 12364 69
18657 12198 94
6206 17872 38
19761 7989 33
19760 5938 18
12921 12333 55
1828 1827 12
6243 2255 1
595 7947 88
11835 10675 1
349 18906 62
13682 6288 11
14793 13461 75
16709 11450 27
4563 4720 91
19439 2588 57
15567 4270 59
19038 15602 31
18312 7473 55
4959 19061 59
5553 8567 30
19358 14679 66
2170 17618 46
2936 4231 90
8607 3861 58
5184 17517 23
9183 13983 93
19291 11943 77
11453 594 25
6239 4372 28
1084 3986 42
14658 8495 25
8283 13832 100
19090 18849 35
13366 16324 53
2582 7958 45
8461 7573 88
4529 353 26
18937 9917 45
4530 15482 75
9841 15686 7
10729 4154 77
3895 19778 84
8111 17821 58
14157 19041 84
3705 1402 93
17729 15697 19
4591 13616 25
9376 4143 63
5029 17 69
13737 6683 39
9104 13353 23
17688 8013 33
7446 8256 44
10906 12068 12
11352 1722 63
1443 7948 76
15606 12682 96
3377 5512 65
16489 2574 24
7157 4333 86
10610 12577 50
12920 13507 42
16815 18021 97
5926 10383 90
1392 18580 7
10341 19808 11
8367 7519 85
17145 1643 42
5581 18380 16
164 12355 57
19777 6969 87
14714 8809 95
9526 15721 70
6838 1600 4
4525 8881 46
1614 19101 64
19893 14569 34
9861 5512 90
5521 11421 56
7924 6937 96
1120 2793 85
7158 18505 77
17010 17281 80
9458 13212 19
284 13750 63
9644 19340 83
6548 4786 3
13590 1467 42
14655 7034 46
19932 7163 53
15177 5839 64
16992 16004 7
2116 8101 40
14924 18580 74
11409 7976 80
3276 8546 83
6696 13454 39
10692 4037 86
9653 8400 26
6251 15974 56
6439 6600 29
17903 8612 34
16685 5186 13
9443 3331 15
5524 16609 2
12496 9789 73
2101 6741 85
19367 13931 98
18748 17446 40
4027 417 51
2496 12249 81
9713 8047 76
5725 6753 7
13633 13067 80
11407 13339 5
4806 18516 3
11042 1381 49
9655 2260 8
14758 3610 85
13584 18650 13
9275 17148 49
15285 13354 98
4009 1187 46
7214 8284 29
13083 15691 16
3406 16022 16
8261 19494 87
9468 3707 32
18756 18047 31
17875 11880 56
16599 17308 46
11301 6123 68
1148 3566 62
19819 9412 19
15640 2543 7
8460 5093 43
13651 10323 94
10339 4072 30
17739 7744 52
2723 19123 7
10696 13928 77
14698 13336 72
1547 15876 45
8513 12313 34
14418 17629 96
11814 14106 35
17001 11787 57
1539 1608 43
5088 6200 72
15092 8723 83
9187 14241 8
961 8711 25
11642 415 51
5861 16838 90
16858 3657 42
8869 6807 32
18374 9217 10
11713 6392 22
15273 9955 45
4415 13106 86
19059 6720 19
10833 2747 68
10035 7273 69
16840 10273 50
9129 13768 78
18662 908 76
992 1270 44
4948 13661 53
5453 9168 85
3564 1332 89
8142 6104 51
18292 13106 45
450 16706 32
1323 5897 67
13234 14578 89
3928 12167 38
16657 19580 25
3340 1125 52
13816 4911 91
9839 4028 65
7258 1672 65
16248 17094 78
14723 12469 1
5044 12715 7
3043 8144 79
18343 1388 37
18075 15227 31
3975 3107 82
7748 19391 65
10970 11475 53
16016 13796 9
19585 3629 99
3311 4037 58
19341 8448 39
8114 907 2
19365 10612 11
7792 16027 55
5358 14393 6
17898 12410 37
101 16652 95
5738 2484 13
4280 17902 36
14618 19178 1
10335 18161 68
17965 15123 15
6376 12920 67
3180 4993 28
14753 10642 69
19103 15924 21
9486 13669 49
19667 14686 72
10438 14322 41
7381 8681 8
8312 15943 54
2137 2891 77
3632 11761 46
14950 19797 97
9237 14044 48
1776 814 4
17971 18812 43
3880 8573 65
7489 16167 99
5397 14576 45
14727 5321 46
5390 11635 7
18120 16152 28
832 10968 27
13665 9677 45
9303 14479 5
13841 7219 7
7139 142 29
7268 1122 6
4284 1550 35
15516 6864 82
1680 1348 82
15254 15513 43
13408 12404 31
13550 16054 19
15408 18875 77
8718 13942 51
15957 8358 40
13466 1033 33
12027 9856 44
10323 13207 56
17009 475 90
11501 5490 23
9992 12903 5
18514 10200 66
9861 1891 35
9379 13865 3
5201 526 41
18374 15639 87
11931 7292 29
377 9260 43
13625 6519 6
5638 19348 63
14558 6854 28
9284 11826 46
16805 11959 9
6005 18167 23
11001 19293 75
7364 12458 15
389 4662 5
12818 18979 95
1539 15552 31
5446 1096 46
11307 2523 55
15092 730 50
18161 18075 69
14263 17001 82
10502 1435 74
5524 17123 36
8006 1842 18
17415 4476 24
3889 473 22
19249 5388 97
10896 19773 75
9380 17397 31
3759 13131 58
1790 13574 83
5139 6239 25
6585 16180 80
5959 12647 55
2679 17918 38
1916 16073 17
11713 7341 35
10961 8018 73
16776 4966 47
6665 5896 22
8001 5943 97
5736 15534 47
11788 11093 45
18703 611 12
816 10977 99
16242 7513 55
19378 2844 91
8152 1822 15
7302 9490 48
15121 5199 100
8139 4272 87
12011 1790 26
9208 16136 18
6548 11683 25
11845 4588 8
10995 14907 47
1186 6096 37
10839 19623 78
3742 11314 72
13969 16077 13
14304 1368 11
17392 19750 97
14582 52 58
14211 19478 56
216 3592 64
13012 12868 51
4476 5772 52
14234 3565 9
4588 18217 78
18384 18424 13
1944 15117 61
509 1391 10
16810 19811 9
9383 16568 42
5965 11773 55
7422 6270 42
7527 13064 19
3591 15615 98
5524 10166 14
7825 10270 62
12117 15638 99
4145 13466 36
19333 6524 60
10967 4287 42
15368 9962 52
8001 16211 26
14949 7762 78
10239 14242 13
16818 17931 41
11570 5082 69
16764 7077 74
14124 5394 76
7232 16242 84
2264 6978 35
5750 16246 69
14088 15076 70
9754 4829 49
5106 13500 13
9121 11705 95
16875 18899 90
10623 13893 72
6305 13927 10
5163 9452 80
16628 15513 97
14526 15346 64
8266 17984 35
1143 1511 55
1453 12887 88
6674 17398 81
5029 15926 77
17827 16015 100
5200 13407 94
7257 17438 76
10940 12167 24
11116 7240 13
3713 11289 37
6574 7589 41
1042 1426 66
11878 19466 39
226 3114 55
8851 17491 9
17976 14586 75
6190 19782 3
3026 16856 65
903 207 2
14995 9764 57
12155 12940 28
14196 4629 96
5790 504 38
8227 9261 64
4513 2560 22
18138 3494 68
8602 11031 57
7736 19202 1
7725 4271 91
3557 2535 15
16054 12306 3
1706 472 39
5311 4184 54
18837 7954 70
13687 8651 70
15209 18218 14
1170 13045 36
7162 10433 84
9469 9275 44
13576 593 51
19637 4677 13
7288 10679 85
4034 12063 97
14037 2308 77
17762 16664 93
7088 15811 7
1195 15659 69
6070 19305 85
11798 4616 81
11260 7171 16
18166 8578 10
5293 15759 39
13694 15903 49
13936 1241 21
7115 16850 96
15108 5440 35
2109 3122 74
15907 9354 98
5435 6552 16
8504 19621 67
3082 13316 82
9353 17009 89
4653 3440 4
9990 8048 62
939 1665 51
8426 7328 7
16261 8424 42
14654 11494 79
10318 18471 56
19814 8690 39
1707 8764 13
13508 12661 13
3477 17646 35
8104 11187 9
19409 3492 13
12498 11539 39
2050 1110 85
586 6790 69
1921 2638 9
7207 2053 78
19209 5313 87
4259 12136 93
5801 18890 27
3473 6243 81
17543 11352 87
13301 10511 90
7001 5941 35
16903 875 68
6112 6079 41
18089 1977 51
18101 12976 56
541 9848 99
9193 16538 98
11203 10519 22
14492 8116 41
10671 13103 4
18631 7615 52
621 13138 100
4322 9458 75
9407 10679 85
13977 25 75
1328 11751 33
3565 1265 62
9173 17881 62
14812 7109 14
6709 4211 2
16671 6611 41
5 2471 68
13282 2768 51
953 2058 95
10804 16937 88
14851 4716 45
9729 3072 39
17725 11871 29
8142 3468 19
18717 10483 22
13897 8058 70
4662 4516 62
671 19159 8
4928 19578 25
18518 17698 53
12752 19483 81
12492 7302 74
9376 18552 6
2535 2868 69
16854 5348 89
18491 14360 55
14571 11758 32
3854 6952 99
9409 19867 52
15294 14683 70
154 8367 36
2525 11471 36
10195 13529 75
6605 2453 47
16012 4581 11
9785 10276 19
13213 8147 45
6377 5486 43
16093 2865 44
6902 18653 53
13790 9058 25
8818 5544 97
3344 19833 67
275 12257 95
15777 4967 36
12507 6263 74
5414 14291 91
8402 15238 47
1124 2171 31
7009 17834 42
3676 5769 71
4831 19232 57
4490 3611 61
7813 3894 56
97 4830 22
16631 7308 71
19357 243 6
15033 6997 60
6509 1809 89
11343 10957 9
17167 3908 26
8298 2447 77
11611 12202 68
16172 13962 85
16791 5688 21
3183 8090 35
13550 16 62
16300 14064 65
18052 7117 58
5458 3647 32
7281 17249 80
341 3071 68
6982 7671 37
9060 3757 87
11254 14503 1
12535 13149 58
12731 16232 84
13783 2395 13
5975 19552 38
15755 19236 83
14616 17189 31
1731 6250 87
1326 9549 80
5817 16122 50
8390 11023 24
7913 6504 6
19383 9821 84
15574 13272 62
1863 7355 93
4539 12945 6
15887 19733 8
3992 9162 15
17404 19221 4
3726 4724 68
5956 6712 88
296 17356 6
10848 13476 54
10376 10570 22
5972 18368 27
14214 14193 99
12177 18468 91
2508 13187 74
13181 12993 1
340 19460 26
10556 9561 70
10247 14013 12
14028 6590 16
14312 15262 89
18966 12187 35
7554 15847 71
14394 1346 85
6699 17541 69
18896 5207 90
16962 13446 53
12482 10697 45
19357 280 22
1109 19747 14
1196 12829 15
13921 4724 25
7803 5240 99
18331 10918 62
11590 17169 86
8635 4549 80
7043 12375 7
8544 10188 6
19054 10203 14
5856 6643 53
15425 8799 54
10378 18546 16
1584 13179 53
16248 7941 80
13758 11447 42
18564 6257 31
16644 17603 67
5863 18568 22
6641 10899 40
17189 10169 22
9223 8871 11
6352 1180 21
13530 10413 56
7059 12996 13
1915 9355 31
1556 14949 94
10878 8455 75
998 18104 80
5022 6491 62
5651 293 88
3898 17678 78
4291 5465 39
7461 2353 56
19247 7266 51
3792 19165 43
19185 16690 12
15149 17703 98
14990 1808 98
9957 17522 38
1696 7417 40
15183 8156 12
6777 5029 22
9921 9242 43
18214 6307 15
15830 13457 85
2512 1608 18
13052 1491 63
6854 8335 7
16629 18667 52
9498 5988 84
7956 5011 45
14019 17817 37
19332 9287 72
11449 2666 37
16082 10990 34
616 2764 47
16900 15727 17
6098 8797 71
12388 15010 29
18215 25 38
4355 15341 78
4643 15822 8
14844 5290 43
3454 127 100
5706 7073 73
10123 9795 88
2572 1138 21
7414 19254 53
8449 7512 94
14494 7078 94
8075 10029 83
16961 18123 37
931 17839 62
12396 19369 1
7165 17845 41
3778 2600 55
3560 15977 88
17522 8425 27
6486 6249 66
18244 12494 76
12405 3554 45
16809 440 7
11365 15869 29
524 1287 93
5391 14956 83
19343 3252 70
16044 9556 47
7977 988 91
10603 11045 45
3786 12245 5
3345 1847 87
3261 12274 58
13261 12408 78
3987 9616 27
8699 5946 59
16644 18123 28
18028 11076 51
17553 17225 12
710 1152 14
1662 2005 94
14841 5218 7
6754 4952 59
13495 10619 26
6413 12395 6
10907 1977 18
13015 10407 71
15379 4016 82
11729 14122 4
5633 14328 32
7102 11526 36
10846 10516 4
19819 15546 31
12744 17588 32
3291 4768 4
15280 12424 71
19071 1595 58
8140 17494 14
12928 17582 76
9091 18301 41
16219 1642 53
19993 14270 29
13359 4719 74
9830 7969 70
11531 12929 98
19266 3055 88
16445 11609 98
4582 7872 90
8019 12454 58
7237 2696 7
11924 9493 68
17372 15501 75
14163 1712 48
3271 9290 47
19046 4714 99
6789 16702 51
10855 15506 48
18862 17869 93
15120 15781 97
3649 3725 73
9166 10474 68
9341 2034 82
16437 1005 11
4712 12948 53
9830 12330 98
3302 87 39
3339 1418 22
186 2827 100
252 3512 47
19743 997 6
1500 14922 22
2061 16070 43
6543 18809 30
11757 484 11
1102 13672 39
36 19007 65
735 19561 30
11181 15413 34
5106 17031 98
17858 4104 93
9409 7073 98
18589 7180 54
17978 6082 93
3746 18771 53
7813 9466 22
3205 12464 82
7609 9806 95
1448 15202 35
8720 9534 67
2639 1386 87
17901 19734 46
12316 11689 37
12989 19330 9
5779 17094 11
3978 220 49
12080 7192 49
8423 8185 84
12386 19959 53
6573 14505 66
18247 6898 40
12149 9723 48
18771 6133 73
497 11869 93
7131 3797 51
1150 11057 41
19370 17884 96
11439 13197 8
1878 16264 36
8918 9778 93
14780 9599 3
4710 1530 74
11514 3929 2
5133 12215 21
19453 2364 77
5362 18727 24
10142 3119 79
9273 17547 36
7220 18487 56
7154 627 90
14407 7461 83
17476 19350 52
2437 19311 98
3918 2197 95
18339 431 93
3250 7753 42
2466 16200 67
5486 10497 67
18856 15846 93
2467 19293 69
6622 15016 18
4495 13642 19
4371 12353 63
1511 17772 70
15575 1861 21
9685 10102 67
18655 13976 61
3256 6969 16
8053 7733 89
7821 18969 23
1698 8090 14
5516 5655 77
14058 4339 56
18473 6947 56
5697 16533 80
4165 13269 9
14996 1519 35
5017 18032 55
17673 1177 48
4448 243 16
15877 746 23
11208 7589 73
12372 4401 10
11711 14723 27
14456 827 26
14309 15589 62
3407 5517 85
11076 6397 71
2323 16231 92
3646 615 51
15012 16592 23
11292 14458 54
17634 164 57
18681 19077 61
18318 15677 95
452 13051 89
16862 6116 14
2068 8612 98
5965 14372 24
2848 16650 23
18648 18269 23
9437 11066 97
11271 18170 76
5129 10739 67
15821 2350 58
15879 16527 42
17586 18237 43
16827 8828 34
8275 10186 45
16594 4293 99
19169 18608 1
12286 8009 40
6398 7143 51
3365 15726 78
15081 5358 21
853 8456 12
8190 19957 31
18286 13254 30
10020 8450 92
4334 11956 79
7747 7206 82
3468 3919 5
17554 458 18
19611 13407 49
15176 6672 72
8602 6083 58
6137 12872 27
9383 8369 27
18222 245 38
12837 1572 73
2657 9569 3
7223 379 65
18891 3305 28
17537 4334 55
5895 12288 57
15138 13063 48
16512 422 37
15106 8449 40
17645 2424 65
4581 18576 5
19342 13298 89
11648 9355 49
10718 10737 89
10634 6744 7
4967 9728 91
5238 9224 57
19851 13577 92
16546 19299 38
18831 11673 14
7653 10222 12
9375 2622 14
4999 19857 5
19188 9651 44
16959 16469 85
4320 19242 31
10094 13164 78
15992 8468 23
4954 3869 27
12063 1107 63
9583 11925 39
14602 3752 35
15204 231 96
16654 10875 64
180 12728 46
9471 13211 29
19548 806 57
4501 4832 22
2287 12561 24
8989 11790 58
12754 17903 61
12475 1464 46
5130 585 7
18152 19251 28
11957 11407 28
2054 1667 43
5256 9473 17
4398 14050 37
14781 7714 30
14945 7645 17
3420 566 94
17369 8565 66
14712 7650 48
17523 2278 13
15907 10910 98
5833 4721 82
6672 11253 31
6774 16123 73
11717 4865 81
4224 2204 50
10617 2999 25
4684 10353 100
4313 17906 15
5013 12912 19
19642 17775 85
1731 2930 92
2107 8510 81
12179 7493 98
14382 19807 48
11081 9395 65
15956 17079 52
3417 943 60
15000 10045 52
6977 11403 9
13510 3025 12
5599 19367 94
16921 11480 72
13627 11820 16
11544 5442 89
1510 6338 52
9734 13014 88
9654 16104 50
17089 5793 30
9278 7488 65
18245 10777 45
10010 19479 57
13364 11236 25
10397 2379 16
15891 13938 18
1917 18568 82
1418 2080 83
7103 11342 61
9134 8603 80
14346 7425 37
9744 13570 7
7597 14817 13
5107 1615 17
2213 19343 75
5788 19730 27
2493 1880 75
17655 6970 27
19115 5329 56
2329 11296 41
11227 19323 40
17422 7230 32
15020 2898 45
9105 14627 50
19386 19081 65
2971 4381 47
10347 9733 37
18464 17963 79
15678 2558 34
365 4921 94
19209 2732 59
14786 6696 31
6546 12642 12
7466 1556 83
19686 3497 30
6177 8795 34
4905 13935 88
442 17176 16
14812 17728 13
5540 11007 6
15216 6564 55
6624 10114 25
16196 5642 100
17521 13633 81
5955 13574 11
486 14334 88
7716 19415 57
14657 4954 81
15649 17745 76
3148 10218 99
7220 10953 31
7659 14409 53
6645 210 67
1636 13504 94
13312 9099 33
6509 10124 65
18304 11884 75
18875 9487 69
12262 4743 46
19854 3816 74
8708 17573 56
592 5385 33
12432 10686 30
4272 1273 23
6037 6760 94
9402 8221 31
5906 578 95
19082 3603 40
14242 1348 10
4108 1390 56
2185 400 15
4134 2895 93
9324 13757 36
2677 209 99
17712 17345 10
2139 18076 93
1642 15062 3
8854 3559 10
5245 158 70
13407 4276 61
19313 18849 83
12572 11025 62
12919 18545 92
560 6526 83
6912 5667 30
6000 3260 50
9232 5619 99
3630 16905 100
17328 4201 49
12883 9442 30
19892 9209 58
8806 3711 8
8972 7989 59
11593 15507 47
15146 16224 84
8459 10832 6
8813 13769 80
17113 11431 88
1357 15049 37
4623 14269 96
12667 7839 51
7832 14209 62
5247 2971 62
450 128 30
15064 11443 7
13419 11814 76
8237 6410 40
7381 6772 63
1043 15186 58
17992 18401 70
3383 15649 10
9189 13491 36
16627 10941 76
2771 5496 19
16996 7620 91
14899 2981 15
18147 18904 88
2281 14780 63
14283 5598 61
10462 7631 74
9682 7750 86
6730 3611 28
1236 14082 46
5930 3152 99
2968 2378 57
16287 17316 7
10953 12031 52
17959 2284 46
9236 11825 1
17821 4328 45
1207 15858 77
8300 17015 43
10826 12645 78
11449 9671 74
7791 17290 67
4523 1493 45
9321 16601 1
17676 9541 78
13005 14507 13
5356 3966 2
8129 803 8
17280 4469 6
12217 3174 39
10637 2808 8
13944 9976 99
19102 14920 47
17593 1954 86
4478 16450 30
12106 2454 23
11880 2252 91
16500 2510 78
3026 3552 10
3849 9915 29
6318 19392 17
17632 11190 5
8273 16299 27
16997 9349 31
1702 2619 62
12272 2704 20
18214 11479 98
10838 17600 45
17221 966 43
12152 11956 20
10800 2743 37
13492 18774 22
7286 10810 20
9842 7933 73
6832 7941 75
11749 14927 3
9707 11006 94
2759 16145 66
3954 2911 57
12626 14871 48
134 2143 2
3416 10760 67
13616 345 81
14992 14397 26
18506 19670 2
11415 3145 80
4728 9629 3
14683 10833 87
15747 13376 95
16983 8460 42
16535 9843 94
18023 905 7
19700 1993 84
6280 12905 17
18666 1274 63
17154 9451 96
8546 19730 62
14222 4678 23
8737 8768 45
10761 7868 78
3558 16993 82
18558 10358 5
7780 5533 26
19174 4162 92
7782 12175 51
10067 18205 94
18729 5294 78
15099 10135 45
15769 18677 13
16206 17673 37
19738 14019 97
5631 1469 60
13582 17608 88
19063 5937 98
2543 5123 31
10732 14065 3
6922 3877 79
1081 15284 41
9727 16807 48
10545 6212 94
15944 12872 29
14002 7248 76
15671 12434 20
19034 11093 100
7073 10516 62
14468 5713 14
3192 5682 45
5453 1791 99
1672 715 41
3156 5009 79
10814 16837 76
14146 19368 1
3220 3420 96
17179 14488 80
808 3850 81
19345 3770 85
718 8957 22
7100 9913 19
2351 10742 10
15546 15352 6
19611 14357 76
19681 2976 95
3071 8811 57
14098 12651 94
8109 7284 21
13886 1873 65
17739 12332 37
12536 17494 51
6964 2067 75
3444 11861 65
13039 6459 64
10476 5232 60
1362 1696 58
13439 11620 7
9744 13031 26
8599 16553 22
6991 4064 73
1323 1229 32
1957 16285 77
3922 17787 7
4747 8064 76
8825 7429 91
14588 18208 93
6965 19025 93
18491 15799 6
18029 13745 36
5616 11425 4
10559 5453 34
5671 16330 49
9491 15482 78
5134 6757 26
11221 10971 77
18816 12686 91
11677 1252 72
3376 11826 98
18009 15392 20
6787 19334 55
124 9208 53
7294 3997 66
3639 11245 33
11413 15213 77
6725 18075 6
3161 17537 14
7580 18071 13
2072 16032 36
11342 16276 85
13197 8988 78
11993 9546 39
9971 19884 14
16778 9669 4
16384 1692 90
18141 792 40
16658 1021 82
10523 17305 84
19900 7457 88
6176 3463 61
5439 15908 44
16790 5524 90
2936 614 78
10541 4271 3
6555 15297 54
12576 1714 78
5285 8114 85
19169 14945 17
2031 13275 95
14360 13995 15
8826 19591 51
5683 3332 80
12546 18514 23
3884 18091 42
12721 7993 5
17058 8779 99
15526 7328 23
7694 3242 99
19552 1880 74
517 1310 47
9021 1497 77
14519 4787 90
1676 5772 76
14103 3122 13
9711 83 72
7536 8792 96
2317 17308 58
18322 8941 2
18813 6280 63
19895 16613 50
2813 19143 62
5922 14946 35
11616 1563 91
16131 17924 77
13461 11817 51
7823 2794 50
13324 6113 1
9574 18075 17
15997 11424 37
17132 8348 76
8590 8375 65
9278 656 11
18996 430 90
10203 14110 65
11526 7795 3
4440 4187 21
13212 9226 69
3432 1004 4
16753 11390 19
18455 13648 15
7643 2272 36
1447 2251 80
9603 16162 58
12241 16932 34
4577 3784 77
14579 15061 5
17201 11401 8
18164 3947 100
4351 11231 40
11203 17764 60
15884 13821 69
17787 4235 44
18407 5620 81
18937 16717 85
18773 18417 79
18712 9576 81
16963 9210 59
15627 7167 90
14418 18922 62
225 12017 4
8900 14055 7
13535 3339 66
12124 12036 27
19916 13516 82
7427 19878 56
10538 14682 50
6174 11084 31
14281 1757 58
18398 8090 6
18562 242 25
13283 2815 76
15331 17944 78
509 3508 24
15629 7146 35
18240 10401 31
19201 4362 10
7713 9500 38
8269 6884 46
17634 16857 94
7966 11552 97
18940 3450 69
13313 7441 13
3718 13230 50
16910 18496 32
3664 9169 20
11229 8441 32
3997 4562 48
5657 2909 50
4465 11647 73
7153 8607 38
19961 13382 99
7032 342 29
74 11202 18
5050 12994 17
18010 3927 64
13635 8428 84
17175 11545 76
14802 15292 78
19019 10600 72
9377 790 59
4483 18715 67
19194 6893 94
4540 2477 57
10843 795 63
16661 9572 98
15823 11766 45
14909 14772 6
1922 10311 19
3544 3406 83
3302 10467 81
9529 13804 45
7636 2266 22
6499 885 88
4971 15530 16
10039 3778 38
4169 8676 74
5360 11276 93
3425 12056 62
3960 3 24
14437 6053 37
16431 17612 31
12651 6116 13
16241 16474 47
16890 14643 55
15748 3831 60
11652 10422 7
2749 2759 95
468 16684 44
8670 3983 63
17887 14262 23
11883 6831 10
14462 2757 53
16589 16463 47
11750 15782 70
13187 18285 90
7031 5007 6
12900 14425 3
9662 6528 22
17018 608 64
13036 11518 80
5174 7788 1
11994 455 94
12017 2602 45
18586 8150 11
6747 10989 22
13680 18487 72
756 17950 99
10138 3110 11
12443 14178 80
3920 15946 71
855 8772 84
12541 1517 100
12363 11020 30
6335 7946 48
4523 7130 85
18220 763 68
8746 12152 88
13050 8901 100
9741 12042 77
13208 10962 83
14548 5661 17
321 12472 71
15041 11762 63
16416 11633 89
13417 12620 16
1842 7863 87
19389 10048 48
16833 4527 12
16870 6840 92
2038 7890 3
14583 13897 59
18059 13834 16
1318 2808 77
14961 9474 54
15682 7469 4
1946 9302 46
14118 7322 20
15404 3378 35
12441 18773 52
19660 9424 70
2382 11015 57
7224 14275 81
13367 13493 46
3881 11988 7
1214 17055 17
6704 16302 96
10241 13885 64
12805 6222 37
13588 16258 82
19766 16804 7
6053 7721 83
6334 363 92
11629 12637 90
5690 11472 88
8348 19026 27
13963 101 50
18203 6527 14
8194 10771 26
6566 18298 54
12510 18123 81
14436 17469 45
1949 5044 9
8842 566 31
1286 1644 34
16942 2350 68
19766 4089 22
3661 19627 17
17538 9861 42
5741 17002 12
15857 2586 45
6349 9271 72
8066 16351 8
7661 4832 67
16564 19560 59
18036 346 4
19325 2919 12
6240 15296 24
15639 13166 98
16864 12234 45
16287 10934 84
6083 5678 98
14150 3704 51
7362 16102 74
372 9975 59
6142 1209 48
17086 16382 21
10733 8599 53
12260 12638 98
1809 14267 44
15906 15284 55
18873 1288 7
14244 16383 92
2966 16247 15
4779 1661 54
15114 8968 42
17900 3474 51
14519 9240 4
13846 8250 81
17545 19241 27
9400 6610 76
12780 18765 80
19186 4694 68
3547 4625 93
7997 6982 83
9146 17570 93
8836 5569 8
18580 2388 77
4142 10372 91
746 12650 26
15944 17385 77
14277 7992 54
19790 19216 36
410 12039 1
17733 9426 21
10873 1162 62
3024 5913 43
5831 8441 100
12448 7319 19
17474 17334 100
1802 7908 66
9963 15762 12
8310 6213 67
3404 8103 61
18908 15224 61
12925 9025 86
11814 7843 25
1944 8388 58
11853 16306 21
1784 16814 44
3585 7253 9
16055 5308 82
564 18705 47
2070 9309 49
7365 8267 67
12115 7971 44
16522 18406 74
5376 5133 37
1902 11038 52
18755 10633 36
16396 764 18
14428 6974 35
3622 10173 73
6603 14581 98
17739 4262 54
14881 2889 64
18274 19950 35
10969 18297 59
15249 15316 51
15333 10419 79
13593 10302 20
15489 17641 78
2616 16030 5
16444 2939 84
17266 12669 7
7496 666 48
9243 1454 35
12109 10814 97
15845 5559 27
4404 5133 80
17206 14991 98
14639 16275 96
14617 19504 91
7411 10757 39
2277 4631 10
2593 792 18
512 13719 88
17106 15638 89
14176 17326 49
7185 16949 99
5017 17493 48
11300 14491 78
6494 3910 72
6752 3890 52
