19000 30000
11595 8210 18
7063 14372 6
2605 6489 18
17019 12956 3
2901 4536 10
14281 1707 7
18346 14481 2
6846 6703 14
8494 7640 1
4118 154 11
9173 4649 5
6271 6657 15
6164 16947 18
8939 4200 14
8457 6955 5
15517 2458 18
3489 5672 1
10200 18764 12
18920 3642 8
11085 1977 18
6712 682 6
12344 3039 4
6567 4658 12
13219 9985 11
6349 10388 4
12739 16684 2
9578 9755 11
10423 422 14
10939 698 1
16920 16703 12
1230 5478 2
12314 7754 10
18979 13040 20
16703 909 4
10430 3752 12
14493 4355 10
3779 13461 18
1456 4866 7
16099 11306 18
10820 5211 3
6530 7570 1
10219 17475 7
411 4578 16
5295 18183 18
17545 13179 13
17407 13120 12
12486 2827 11
13732 1576 1
11291 6614 10
13431 208 7
6073 13155 14
10249 16468 20
16627 8186 11
9390 16471 1
8033 2642 11
16360 5397 7
9598 4846 20
4919 3419 19
14204 6067 19
12000 4901 6
11482 18661 4
3787 7757 11
7735 17688 20
7296 14202 7
17543 2873 19
7363 9316 9
15293 2282 14
14299 4739 1
9633 13832 1
18302 17236 14
18790 10288 12
8491 7548 3
17614 10215 10
4005 2133 14
5539 10742 5
6170 10759 8
568 9328 11
7284 15187 14
11450 1554 5
8117 2694 4
8590 10324 19
498 14936 10
7292 9091 1
3187 16512 15
15109 1947 6
14248 14535 10
4148 14939 11
12742 14037 14
17044 15013 3
7874 17608 16
1550 6568 18
14619 16970 17
9600 9857 19
16127 14873 17
3313 2421 14
17126 2694 16
6170 6150 12
15684 10962 16
17647 142 2
8700 4012 17
2693 8899 5
1714 10888 8
3691 13413 6
11565 18063 9
4699 16258 1
9319 2653 18
13605 1621 6
11463 10851 11
9700 6874 12
17621 6758 20
13522 10207 11
1176 17566 1
16132 8235 16
17580 10281 20
8060 14166 13
15065 11747 15
5317 3472 19
2462 5236 13
3689 3329 11
3623 13802 14
14601 7327 18
6847 12360 15
13747 15920 19
13621 8688 20
11791 12190 1
1935 8081 1
8313 10919 3
8876 5369 15
6114 5767 19
10798 10893 2
9541 18039 10
7815 14467 14
13324 1481 4
17984 1395 9
7359 6674 5
4499 13323 2
6844 2218 11
1500 6894 13
14599 9312 4
17952 16509 9
9754 678 8
5221 17257 11
11995 13888 17
16525 29 15
5533 11552 1
6059 7887 18
11877 18522 13
3014 1514 17
1992 2860 8
1883 2482 13
865 18783 15
9071 6355 10
10963 10813 16
14138 17817 18
14182 17885 4
14659 18214 1
1440 18625 16
6249 855 4
847 5025 14
2845 10524 14
241 18402 14
15978 547 1
5298 10796 11
13923 12190 16
7087 14051 11
7073 16465 12
14575 9200 19
17566 13770 12
7167 5756 13
13803 10888 6
12842 6710 12
8023 7249 5
8250 1647 13
12249 17709 1
2481 8343 6
1678 16075 15
9463 3920 12
18199 12356 5
18263 7982 16
12300 13201 6
15213 3375 20
12064 12311 15
5512 13693 18
9328 12272 15
218 17147 18
13314 15240 7
16105 2325 14
1371 13917 1
15302 12907 14
4899 10278 20
8717 3045 14
18257 10875 7
2536 10788 17
14303 16472 6
4188 17455 1
17843 12567 9
11414 18528 15
10838 6187 14
6843 8972 15
7693 15671 11
18481 16625 15
8787 1237 6
2334 14020 14
6935 11314 16
16671 13578 19
17612 18693 13
18585 1485 13
16481 10699 14
2207 1142 13
1622 2544 8
6813 14276 12
11227 2216 5
18744 11302 14
3934 3798 10
14921 3564 7
262 13977 8
4970 4362 6
8059 13457 15
832 4933 14
543 7033 7
4438 10216 20
15729 15530 9
1855 2559 19
4802 11296 12
12663 4547 15
16130 12633 11
15763 9821 18
2107 11598 15
16492 5178 8
3749 8418 5
3171 17859 9
17831 1635 20
702 7474 20
469 4068 4
12840 9363 15
16698 16261 18
10098 7281 13
15906 14274 17
16725 10286 6
6829 5940 4
16715 14449 2
16567 3708 17
9290 11692 20
9579 16549 4
781 18266 14
8285 1855 1
12490 5514 2
1747 18300 7
5510 13000 5
13066 15687 2
9582 12664 4
11298 13121 20
7028 6379 3
3803 14962 16
2196 12180 3
3205 16516 16
14491 12769 9
4386 6978 14
17123 12493 5
4587 15007 16
11930 1580 12
9631 2628 2
15618 1812 19
1526 5025 6
2903 10277 19
744 15806 12
18488 1094 5
16901 12056 5
8008 10265 14
2287 13755 20
6011 14440 13
16983 10036 8
1585 1660 19
9356 17684 7
16018 9313 6
314 12164 12
14925 5755 5
14931 18656 18
16863 17324 2
12641 1858 9
2160 1362 13
9796 16069 16
15073 10406 5
12975 14419 20
17986 18978 12
16228 11574 6
10301 3935 7
13400 12282 12
7039 9875 1
11526 17772 12
7627 10178 18
7257 6815 5
9823 6751 13
9050 3031 17
14293 12023 7
13350 6050 18
12658 3690 6
5234 10996 4
1093 6745 4
2104 2715 17
3787 5290 2
11171 13651 16
18767 8195 6
6549 16618 4
9221 7465 17
11640 16677 8
11782 5501 9
1776 9356 2
16645 14927 12
5178 69 2
12322 1391 1
14652 13386 19
10442 10613 8
6636 17195 8
13780 10055 9
6999 13690 8
11767 9548 6
4333 3289 6
13668 13300 11
18601 2166 17
4065 1819 14
14769 14925 15
9958 15045 14
7826 4166 5
6729 8435 19
14654 13767 4
12208 3078 18
18602 12753 3
13275 12796 19
10804 18835 2
1263 5184 3
1763 14230 14
2750 11985 11
5648 8893 13
11272 14147 7
4111 3855 8
11447 11033 17
1246 7183 3
1106 11141 14
2849 10192 10
1889 797 13
13889 15546 17
5799 6722 18
10269 5473 9
14104 10782 9
14527 4300 10
8448 13859 12
10926 13195 1
4592 6632 10
14238 14904 2
5205 4651 6
16936 1544 20
12899 17107 9
8458 13561 19
5167 944 12
2322 10200 12
9082 2858 16
1738 8495 11
4629 10267 19
16444 3724 5
2466 9518 4
15231 6930 19
18250 12797 13
7451 14754 16
3494 3676 1
6203 1001 9
6159 16853 14
14254 17920 5
10486 17440 9
9633 12604 10
6250 12296 12
15532 5897 6
3043 18932 13
16116 14020 20
6642 14295 9
4490 12517 15
17345 8264 11
13578 16787 15
17372 18800 18
844 17667 16
5743 8512 7
16551 5272 16
2704 14113 12
8079 8447 20
806 8970 5
6744 4519 5
6216 3001 16
5027 5475 19
5715 12536 8
731 12445 9
1565 4998 3
5336 12188 16
5665 1828 6
17330 16076 5
3117 3245 15
5046 13796 15
8323 12660 12
3918 11945 4
13487 2090 15
14692 12935 13
8595 8269 19
15957 17591 15
862 17871 8
1885 13825 1
14518 9910 14
15154 16698 5
10239 12388 7
17730 16129 3
1782 3963 12
2720 7292 5
2238 8771 14
672 14111 18
18492 5714 2
14424 1487 1
16709 7924 15
12710 14730 12
14136 18955 2
9377 6109 17
339 3025 14
15973 4178 1
13429 7309 11
4021 16371 12
6304 2733 6
4352 1562 19
15225 9646 16
9436 2941 9
12113 1847 16
17013 6736 8
9971 12399 1
12900 14214 10
321 5299 9
12974 9889 8
10404 11761 10
13549 1770 3
18543 10158 1
17443 11213 4
2696 16697 4
13607 11815 1
16812 14023 8
10102 1641 12
5044 4167 17
10837 11776 14
5940 7115 2
4729 7463 20
12789 7929 9
18421 724 17
18141 429 4
5253 583 14
17842 6163 20
12256 2048 17
10001 3141 9
2707 4177 20
5704 14100 10
6705 12752 9
15025 11501 14
165 6244 9
7542 4042 1
16534 12235 16
15080 13968 12
2007 18462 10
7300 9385 19
15555 12662 2
12825 12848 18
14936 4342 12
7441 14948 7
7933 14400 19
2289 2431 20
6105 17718 5
4365 9561 5
16488 15340 16
13621 12679 13
17010 3293 3
4619 14017 18
18411 12622 8
9290 18881 16
18153 16564 9
2195 18123 4
9911 3299 11
18022 15685 3
1556 745 14
6330 5185 10
8040 16560 5
9310 18319 18
7953 3965 1
3299 8269 18
8157 470 18
13507 12996 9
9666 16367 2
10148 6706 18
12988 9332 10
12392 2882 16
6230 6806 1
3271 9502 3
4712 15421 9
15144 6064 3
14944 10884 6
17662 3173 12
8136 1384 3
15036 18710 14
4600 2056 13
11984 5673 9
9791 9545 15
11826 3699 1
16264 13602 10
15418 2871 14
3755 398 5
18768 10864 20
7996 13875 13
17578 13777 9
18426 12046 15
367 15727 8
3172 1868 20
1913 4831 12
11701 15384 11
18955 8166 17
15493 6985 9
16091 13031 9
3589 14760 15
6231 8490 3
3705 14721 1
4632 5389 2
1823 7604 4
5871 8274 13
8719 1409 9
7175 6369 9
12836 12074 4
17729 3534 6
16512 12957 17
6964 17329 20
6376 13804 2
16840 7045 14
16426 18201 16
17027 8391 3
8034 6896 1
14531 2797 10
10929 8476 9
4338 6402 4
12147 2619 11
9723 11661 14
13406 9294 4
1236 15205 17
2116 8565 7
7624 11788 11
17535 12676 7
16076 8245 17
5389 18170 1
1344 12182 15
3917 17713 12
10132 3630 4
16242 9025 14
9360 13319 4
15237 18648 14
7268 826 17
7092 5451 16
14695 10668 17
12450 14797 16
2272 5979 4
14578 18833 16
1616 10781 2
2885 2804 20
15409 340 4
1692 5289 9
16532 5123 16
7920 7215 19
9082 16445 13
5872 9401 19
4637 9978 16
1439 15226 13
14344 690 3
3093 4775 15
13442 3083 14
14513 6001 13
18326 10249 8
9378 11672 14
12377 16650 14
2038 6411 4
14616 7389 3
6801 16053 4
11207 14698 12
4895 4015 10
17571 13459 15
3727 15436 14
13803 12309 20
16764 845 5
3923 7090 4
828 3954 17
15841 8826 18
14682 14126 10
9570 11031 8
14987 3926 3
18492 7265 3
10696 3111 10
8872 3027 15
11846 9385 13
16136 6332 5
3315 12212 5
16119 17056 19
14918 15775 5
2163 9031 12
6315 9119 20
18540 1035 3
7358 8390 16
8051 3516 8
16805 4614 8
52 8195 5
10649 663 17
10426 9622 1
18690 707 20
2208 13266 6
3960 15295 20
1843 18727 19
8064 3808 20
6910 4458 4
6124 6811 12
340 14675 11
3325 13961 2
5373 17871 3
12319 17704 7
11016 3156 14
6642 1548 6
15606 3909 16
12394 14153 5
14865 538 12
919 17035 12
18738 18943 6
406 12496 18
2880 14202 2
14558 10874 3
14036 13724 7
18991 15160 16
9363 7925 3
17771 1923 1
8282 4421 15
8580 9407 15
12071 11354 15
4564 13805 16
9368 15507 8
9720 5198 19
8691 5983 14
13213 15434 2
10270 3394 7
2365 2213 15
13498 7716 17
7600 11746 19
13421 1432 14
16868 4108 19
16500 16542 12
6217 9818 12
5463 15026 17
1460 588 9
16749 18103 14
14333 7541 3
7252 6968 12
5217 2073 11
7698 1726 14
17607 16032 7
15301 7246 16
17228 2297 4
12534 5617 4
10669 3018 5
4675 7393 9
14927 3226 18
13500 9917 13
17186 18538 4
11674 9696 19
5567 2643 16
6485 2758 6
14698 18126 20
15929 14186 18
14884 18535 7
14789 8476 20
17935 4573 10
6379 115 1
1631 3863 20
4478 15321 10
8729 14536 6
8166 925 15
10926 2272 2
5650 2270 5
12141 10907 9
14100 5542 3
2700 5356 7
11623 6158 4
4372 8156 11
13222 6037 4
15309 13934 20
735 764 3
4800 10485 12
15709 12938 12
9241 12731 3
18622 10793 15
998 546 20
6284 16975 5
6699 8907 14
2491 18528 15
13450 9718 2
6860 14362 19
8180 9043 16
4309 1487 1
2137 8251 20
12245 7826 14
12326 4349 20
2981 10435 3
12689 13018 4
11772 17091 17
6889 5809 12
13860 13744 17
9131 747 19
8128 10087 15
5779 14273 2
8458 2046 20
2553 5718 2
17699 2211 1
4076 40 6
11811 7336 15
9136 15334 15
5906 4220 3
16791 7333 3
12742 16666 16
6632 7827 12
8787 707 8
6319 9319 19
1864 7115 13
51 13025 20
4223 10678 14
11476 378 1
5145 18091 16
4531 13453 7
11505 4157 5
3825 11917 16
8602 1702 16
15363 18422 5
11310 3894 1
16054 7664 2
15326 6466 14
13158 1884 17
13693 11470 9
8912 15431 12
7242 2663 8
4238 6638 12
16003 7803 9
4654 13021 4
1807 18796 11
9241 13778 16
14419 3265 13
7477 11044 7
16329 10857 1
17280 18038 5
4740 13238 1
12273 17098 5
18512 16946 9
10482 7389 7
10759 3620 2
11833 6790 11
15207 18504 10
4176 9070 11
9960 18643 4
9744 17878 20
2916 5864 4
5875 15284 8
13584 12072 11
291 14558 13
4114 17446 2
12502 16134 20
14343 6888 12
2578 14074 3
8640 15290 4
967 371 16
1668 10539 17
1916 14600 4
13522 10431 18
11895 7810 20
5987 13468 8
18484 9153 11
15966 14125 7
4481 10026 15
5085 8954 7
6564 3901 19
535 18894 11
12499 77 8
17508 17519 6
787 17508 6
5546 6501 5
12333 3855 8
4800 5129 3
6344 15770 5
5053 11388 16
2219 13893 14
5652 18383 17
12704 8084 17
5679 1900 20
10822 4879 7
5839 6716 14
4805 17338 3
12728 17551 1
2308 568 6
8844 251 8
17367 3845 4
1153 12944 16
6419 3047 3
16038 10884 20
11408 13541 17
5296 13056 14
3614 8078 7
9311 18549 12
12847 452 20
5175 12968 19
17042 3057 10
5808 4561 17
12042 12097 14
11147 12912 11
10294 16351 5
13125 14969 2
8281 17721 12
1427 18715 11
2571 9040 6
12601 16587 6
11086 12166 19
12257 1336 9
3990 8239 10
18401 17059 17
8948 11285 19
4518 12270 14
17974 689 20
10524 6323 15
7911 13812 15
3455 4283 15
9708 11082 12
3278 13460 10
1621 13205 13
11345 16085 1
1834 704 6
1670 18588 7
5742 8904 2
1423 3726 15
11992 14578 14
5299 11900 13
14801 4274 3
8 10589 20
18084 1389 16
2352 18304 18
7990 18370 15
9416 14954 1
13971 1598 11
16308 11666 8
3704 471 8
1143 18200 20
15866 13547 10
263 16472 20
5572 12258 12
6700 4213 13
18379 1681 9
14854 2199 4
15685 8679 9
17074 15535 3
15618 15564 4
16377 3008 17
13775 2300 18
18471 1320 18
2934 1125 1
405 12686 5
11590 3848 18
12481 2420 1
17055 15579 18
10034 7962 16
9603 12660 14
14144 17529 16
4189 14631 12
9382 8183 8
16996 14452 5
6384 17313 5
15261 1428 19
18661 1771 8
421 736 11
7556 15801 6
13985 9287 16
6855 14643 20
3672 7796 12
14846 5696 1
14802 15261 9
18086 10596 6
6066 16201 1
1578 6267 20
4414 14773 14
6913 15789 19
18984 10529 11
347 5755 20
15827 13403 9
17356 9168 20
14459 982 8
14809 11505 3
7208 18366 12
8893 4935 20
4972 11788 11
1268 16497 5
10102 4748 13
11068 16717 1
5730 15644 6
12858 10489 12
6071 16516 7
16804 3200 2
13234 14193 10
5364 137 8
6250 17884 1
3550 18718 17
10823 3217 4
14050 6724 13
13884 9726 17
4700 5638 17
17681 4345 16
8476 17325 19
2548 2741 11
8232 11393 10
2175 9739 3
1120 9656 17
18408 987 12
8090 16520 1
17456 8272 18
7650 13421 20
15475 12705 19
18778 6185 1
10549 18684 5
2050 6329 10
11103 5558 18
17781 12901 4
15874 12305 11
9795 6129 6
12066 17713 16
11743 10155 9
6957 10918 19
14721 9538 4
6507 17128 13
18016 5232 12
2240 10131 7
18788 7490 17
1699 5093 11
18230 4427 12
1293 17981 9
18301 5929 11
12421 13455 1
849 4695 19
875 14736 3
4171 10195 17
4922 4211 2
6026 14195 15
13104 6175 2
7553 9747 5
2172 12648 10
697 18023 13
6605 8396 3
1484 703 20
13588 16775 3
15496 17692 18
11133 17747 11
12267 6850 1
18362 1757 12
4088 5354 16
12490 1475 3
3220 8056 4
14654 5393 15
9782 18818 13
11625 13603 17
7797 907 17
18115 10061 15
13869 8317 17
15263 10504 10
2962 2254 6
15962 16310 3
12884 38 1
6655 6937 10
10380 9194 10
8265 14949 19
15830 2407 10
2308 7059 9
9914 16986 2
13236 8897 10
13911 5078 8
9759 7142 17
8767 9964 9
5372 15954 18
5454 13256 15
7576 4461 5
18768 8866 3
1546 994 4
8862 8076 8
7799 12223 8
11495 4763 12
10389 3926 8
14479 17862 4
15276 3103 13
13370 5618 15
10492 7553 14
4647 18506 13
17658 10664 16
13637 17417 7
16093 9434 7
14409 17339 6
4906 16201 13
14006 1939 1
12579 17367 1
3438 802 2
10774 16150 6
13494 11601 3
606 4540 19
12203 7556 9
16237 11496 4
3706 17198 17
7270 8172 3
14570 16319 12
13258 16008 5
14978 13487 15
16156 10079 15
4132 18154 11
5047 12522 13
2350 18672 2
3623 5409 3
1561 335 9
18037 16673 11
429 18171 8
5911 8124 14
13240 12572 14
1451 11113 15
3260 6328 7
13077 296 16
2611 11173 11
133 18236 5
12499 1327 6
18853 14997 11
4120 13848 14
15168 4190 19
15269 16608 16
2375 13529 8
18554 3515 13
16682 7663 18
1558 2199 1
10365 17313 15
4839 18450 13
13000 14410 9
18135 11391 14
18518 11455 16
566 6922 20
7357 16293 17
7978 11574 17
9776 16355 19
12142 12432 11
17448 5972 17
7231 10489 20
13288 12749 11
2219 1396 1
1619 13000 20
1874 8194 13
16324 18552 17
16101 4421 1
17110 16485 17
16435 17605 18
14333 12188 3
6161 4604 11
3270 13683 7
12574 14027 11
10789 11129 17
11078 17904 12
7854 7982 17
15486 10550 12
11264 15661 4
17213 10816 3
352 4419 20
17388 8128 4
8624 3045 13
11892 5110 3
14141 692 14
2042 13733 4
12688 17856 14
15588 11841 8
12763 1950 20
400 14646 7
18190 15340 4
3230 6249 18
1738 4065 6
4941 98 10
1233 16881 5
7935 5636 4
5415 3548 18
15030 5788 11
4359 11835 9
14660 5236 4
13924 16864 18
13819 11142 20
16027 4248 20
10202 14353 7
13200 11919 14
16545 13083 16
17144 16686 9
8202 5244 11
3608 10505 11
12889 3373 6
149 8224 3
6468 7481 1
12082 12107 5
16239 15492 4
3641 11475 3
17305 7542 12
2719 9517 3
14760 1798 3
9804 5889 17
16722 1453 9
2541 8789 20
9282 7644 20
13429 7126 17
13210 5508 1
6436 10661 6
13965 2905 8
11987 18943 9
9631 12579 18
5895 8734 12
13994 646 8
4847 15186 3
6323 1761 7
4115 159 15
8806 14979 18
15156 1659 11
7322 11956 1
9733 9698 16
3756 1386 16
18703 9417 10
4928 5584 3
1759 6219 15
11850 18895 19
18614 9705 12
3195 13147 20
16477 17640 7
3188 13226 1
18254 3171 7
6081 3638 14
4642 13521 5
17500 6064 12
14154 17421 14
6146 14763 17
14971 6033 10
17512 3076 11
1361 13822 6
3363 1389 13
5389 8488 15
9940 16875 10
13032 4828 14
16955 2868 20
16349 13097 19
419 9345 13
1837 15848 14
9538 15794 16
11824 13103 10
18182 7675 12
1839 12501 12
5014 7021 13
12346 7730 6
4782 455 15
3931 8904 7
10148 14989 7
5992 6456 11
9914 15774 8
14563 11909 16
7341 5155 4
8349 1759 13
12595 11382 4
10350 12358 11
2148 1108 16
12063 10132 10
9756 10328 3
14810 9760 16
14030 13743 7
13118 10851 12
12803 13255 9
1415 978 18
4215 13000 2
16490 2630 1
12822 12519 9
12972 17930 14
8624 5342 18
15858 7942 6
7496 14570 17
9265 14711 20
1874 13115 19
11242 17312 13
6291 1337 19
343 6990 14
1511 7487 1
10810 12279 7
9856 9787 13
13528 2347 1
3961 8563 4
1977 2183 5
2756 16676 20
4092 12268 1
16593 9079 20
15435 11604 20
9159 506 9
11012 5849 18
8999 14014 8
7116 15437 16
18757 17555 18
10454 6568 14
18866 5870 18
2355 8619 9
6409 11186 3
12034 17079 8
16713 9245 4
3909 2748 14
10796 14450 7
9683 10773 17
13849 10142 20
12656 7499 17
4768 4225 3
10276 15555 6
9194 11813 17
7839 1122 7
6493 13639 3
1846 4331 5
2300 10780 9
5211 11441 16
18019 11796 4
16250 11056 6
8388 3 10
7152 6491 20
15499 9126 13
13398 3311 13
15433 2553 6
15555 6545 9
10412 13060 6
7540 16578 11
5025 17251 17
14241 18348 12
2916 5468 8
12618 9591 11
15199 9004 14
14936 12049 4
15534 13824 16
5345 8756 6
3624 5253 14
4685 6587 2
8263 18639 5
8151 9984 9
5656 5234 19
12643 7034 16
15833 3043 5
787 5414 9
5330 4389 19
5032 14637 5
8676 15423 16
10898 626 17
14784 11076 8
11802 18943 15
5379 4422 6
5244 12360 19
2082 362 10
13995 8404 13
7716 9122 17
9325 7822 6
1910 13770 3
17849 12865 3
11609 9598 12
400 71 16
18021 5852 2
2597 10052 7
12919 17977 9
11476 15214 9
6098 10458 1
7262 2878 14
18589 15954 8
2419 1095 5
11678 1627 12
16049 7015 1
17543 16231 1
18640 1532 13
15894 3715 3
2332 13421 13
5486 8873 19
10255 16746 2
18474 2995 2
9436 18753 6
14615 14580 12
3214 4855 17
78 14851 4
13749 3735 5
17030 15060 4
1975 13247 17
10928 17890 18
12424 10972 3
12926 17299 9
2396 14093 6
1875 13906 18
10037 226 11
16373 2549 5
14199 1081 19
6911 13228 14
8031 17776 20
1790 5634 10
3429 8437 3
17411 15600 12
13898 9282 4
1439 15662 10
5962 14303 18
18153 4797 9
312 2615 10
2285 13555 1
11555 17866 5
6492 864 6
10248 3807 6
15587 13039 15
12814 7117 5
2223 12234 13
17336 5893 9
5536 2467 8
3164 10839 14
12156 10564 13
15713 17783 8
2164 5221 13
7642 1701 6
2295 657 6
5276 13929 9
361 12633 12
11597 10107 18
15976 2640 2
16155 11055 15
9423 16990 1
3523 15505 16
7797 7467 5
14283 7830 16
2551 15566 9
210 17224 13
13976 18452 18
3583 6420 15
14053 2217 14
7358 11710 19
3841 5684 17
14675 12660 11
7565 4090 20
3093 15644 8
7985 6604 9
14748 4287 16
9958 15207 5
8462 9036 6
15485 16260 13
16455 7396 1
5772 10154 4
11912 198 9
18630 2260 10
2239 897 19
10249 2952 7
7096 10192 12
11647 13386 3
10809 6438 19
6211 15003 10
8953 9480 18
3742 2064 5
17774 15274 19
2078 13882 8
9295 9942 3
6371 12877 1
2523 14253 13
18637 12176 15
12314 388 6
1671 11619 19
13622 10110 14
1957 16708 19
3650 8954 4
7374 7704 9
1700 5554 18
13934 7751 1
10537 6687 8
15125 5030 7
7592 3962 16
12982 9733 11
12224 14794 5
6751 18832 16
8841 16700 12
10752 7460 7
11457 10478 4
143 17462 6
4213 630 17
14426 3089 17
18084 6333 8
5911 382 12
510 12902 14
13661 484 18
14928 3663 9
11473 6879 19
4387 16453 12
3347 10807 4
11654 9154 17
9028 10068 8
17121 3538 10
16123 1380 10
9532 17302 18
9006 14382 13
6278 16739 16
6947 78 6
15427 14802 1
15587 3433 18
1231 16726 3
6147 13703 2
2536 15624 1
12575 14144 15
15099 7881 4
9890 1582 8
2977 609 13
13666 7681 6
7408 2986 9
10609 6569 16
710 18871 16
6091 13546 17
15273 3091 4
13776 2120 13
9436 12227 7
8388 1073 5
5436 17041 13
16588 11528 1
17104 14939 20
15581 17219 14
9139 18063 7
3421 14964 15
15107 16404 8
15129 10045 11
14225 13967 19
8889 792 8
13156 14153 6
4315 16540 20
5669 10523 11
7039 5615 9
11135 6582 4
9001 3137 15
8923 1604 20
15226 3243 12
15931 1173 2
7643 15407 15
16285 11410 9
3435 12790 9
7056 17587 20
9771 12776 8
7642 355 7
2056 16760 11
728 8155 14
18831 3511 11
17953 10048 1
550 13219 12
16593 2274 18
5506 9670 15
10333 9447 12
3251 9330 11
8101 10854 14
5164 15455 2
16667 17578 18
2139 15851 20
2449 3243 12
11507 1213 20
5886 9715 16
2703 11371 7
4713 1135 5
12338 2261 16
12045 9508 16
7262 15965 9
2644 884 10
18994 13562 19
13919 17864 12
14081 3777 13
10506 17701 3
11073 146 10
5314 12527 8
3519 644 18
14148 383 5
16849 6454 16
5330 15572 5
8880 15971 1
7719 14993 20
8846 9227 7
1298 8301 9
13792 11223 19
2077 15434 7
12171 7824 2
6476 18920 7
14263 16175 18
7619 7749 17
4216 2852 11
2421 3679 12
3444 7150 3
13196 15711 1
2637 5651 13
17147 10322 7
15271 15115 1
13381 3132 3
4550 4293 11
6563 5837 10
1702 7819 18
17972 14456 20
5778 3370 4
973 12614 18
7562 13916 8
11579 606 19
6926 4885 10
11246 15470 10
4736 1683 3
14669 9332 13
16351 17818 11
2889 14079 13
4199 9088 3
18905 2983 7
3134 4514 19
16247 15248 20
11934 18010 2
13555 10511 20
15345 6823 2
3845 13573 10
11684 2336 9
17402 7353 12
9341 7150 19
11787 14863 3
16398 17027 8
18732 11888 13
3377 3168 5
15671 5315 15
16621 5731 2
10466 11138 10
1425 6695 16
11707 18071 18
3329 15478 13
3780 4593 14
10278 6717 9
799 10845 15
16973 5534 9
3128 15304 4
16756 17563 9
10974 6262 15
9098 12839 20
1913 11711 9
14419 13375 5
2934 12482 10
11855 8240 15
8016 10204 12
11522 10137 6
15996 12864 4
10973 14382 20
841 1307 8
12803 1631 14
17438 8280 15
12860 8012 9
16883 4624 15
10790 8228 19
8721 3058 5
9315 9291 14
8161 5861 17
15573 11683 10
18847 16946 16
14687 2952 12
5298 2938 5
8233 3049 9
16929 5257 16
11834 12156 11
14766 10219 14
16856 11823 7
11536 9619 11
9485 13201 4
942 776 7
10562 17009 8
16611 2454 7
1868 2805 20
15165 523 18
3135 18432 2
4685 7461 5
15395 6532 6
15492 14759 3
15694 8556 20
14024 4029 15
17520 13067 8
13032 6926 2
11817 8724 15
16482 1707 6
14125 3072 14
3796 10833 19
18211 473 2
4519 9363 14
5951 18301 5
4138 18662 1
3211 12008 8
11521 2460 14
16384 16852 4
13470 5005 11
15785 5480 7
1916 6349 19
14711 9321 7
12503 10002 16
6299 7928 13
5700 15199 19
261 6744 17
6064 18354 6
1157 7874 16
17331 2464 4
2500 11051 1
15026 17140 14
7947 13808 6
174 9262 9
14686 3592 14
6229 15546 19
15283 13131 19
16681 3272 6
10205 5571 3
3802 2575 11
2587 1756 12
10912 12760 12
15496 12473 14
15113 1528 17
3510 16726 5
244 15411 16
5125 13792 4
15017 2543 18
2818 1196 17
11308 8179 3
16375 2302 9
15932 8770 17
6123 1248 2
2875 4716 17
5509 7823 3
5917 15639 4
5562 7490 5
13677 6315 6
13402 17146 20
3067 17461 16
8004 17487 12
1979 3767 11
2644 15627 16
7442 18001 8
366 1728 20
6798 11411 12
9465 12294 4
13362 18254 18
17845 17193 15
11812 3233 19
18457 17619 17
3631 2083 4
3373 5436 14
8490 1479 1
15238 3192 4
15198 14371 18
245 6261 7
16243 17895 15
9703 6567 8
3453 15907 7
16820 8788 11
1879 7661 9
13457 5096 2
15878 324 6
15582 14329 5
5210 11378 3
17511 14465 5
9666 5819 16
7288 18221 12
17998 3269 6
11495 14388 15
717 10058 15
3200 9638 9
1963 3935 6
5903 12344 14
8541 15865 2
18287 17563 15
12798 8877 10
14276 15026 18
10418 5750 19
7968 4313 10
691 6614 2
8265 267 7
8358 2427 12
500 11661 11
3676 11961 11
17767 14496 16
10697 18238 2
17844 8442 17
5726 18701 18
7183 17931 13
18298 12607 13
12016 11779 2
3067 18460 12
7841 9083 12
3517 13259 20
13100 5995 2
5774 12512 19
6701 10477 8
521 18790 16
575 7575 8
3405 12325 11
10679 15647 16
6228 17470 1
2864 9199 19
1065 8282 16
6839 2297 5
763 15570 10
4273 17468 1
13638 11558 9
2871 12302 11
10339 13574 5
4838 18395 1
4378 5375 9
2680 1048 3
8680 7674 5
2637 4032 18
18955 5218 10
18996 9365 14
12100 7356 20
16695 3265 20
14380 15699 19
18684 12557 1
4162 15846 5
14544 17286 17
3562 3042 8
14298 11927 14
8893 9417 10
4341 16096 14
11242 12521 4
6812 9928 4
5472 14563 17
8732 15950 11
5757 1592 15
17043 555 19
8250 10064 12
13649 1696 11
7307 11339 2
4351 12306 7
16612 10458 20
18058 7168 2
17350 1246 19
1954 10770 6
18976 8612 18
13292 15969 6
8581 9702 7
4972 7337 17
18161 5497 12
3902 10042 6
17833 17692 2
9187 7310 8
7704 5743 2
2540 13704 13
15432 2221 15
16316 14107 3
7869 15676 19
15316 5093 16
18051 14591 5
10915 2104 6
12611 4936 12
17579 18534 7
12629 2767 12
6196 114 18
8337 1201 3
1476 12193 7
17 12488 18
9943 447 19
9442 9581 20
10706 5328 9
6046 9808 1
16078 11980 18
1766 16047 17
14279 13663 10
16882 17202 11
17024 18037 2
11078 13764 14
5796 18659 20
1814 10610 6
9507 18522 18
2056 1812 8
9392 8501 18
4758 11851 12
842 11045 4
18623 12847 12
17602 11115 10
11199 10887 14
